employee_id,employee_name,gender,age,department,role,joining_date,tenure_years,performance_score,salary,bonus,training_hours,attrition_status,manager_id
EMP-12275,Edward Sanchez,Male,48,Operations,Process Coordinator,2012-12-27,12.0,0.32,71289.78,3250.81,47,False,EMP-14911
EMP-12276,Daniel Brown,Male,58,HR,HR Business Partner,2014-03-29,10.8,0.68,63151.75,4698.49,61,False,EMP-11638
EMP-12277,Jason Johnson,Male,45,Operations,Operations Director,2015-03-14,9.8,0.96,172710.58,42141.38,85,True,EMP-10544
EMP-12278,David Wright,Male,52,Finance,Finance Manager,2014-01-06,11.0,0.51,124627.39,21996.73,58,False,EMP-14393
EMP-12279,Carol Thomas,Female,52,Operations,Operations Manager,2012-07-06,12.5,0.56,101062.59,18595.52,70,False,EMP-10287
EMP-12280,Deborah Thompson,Female,45,Operations,Process Coordinator,2018-09-07,6.3,0.49,58348.43,3454.23,45,True,EMP-14828
EMP-12281,Sandra Sanchez,Female,40,HR,HR Business Partner,2019-02-16,5.9,0.52,67430.6,4153.72,92,False,EMP-11503
EMP-12282,Edward Rodriguez,Male,37,Finance,Senior Financial Analyst,2010-09-05,14.3,0.51,80905.72,8171.48,91,False,EMP-12093
EMP-12283,Sarah Garcia,Female,47,Operations,Logistics Coordinator,2011-10-24,13.2,0.28,63592.04,2696.3,89,False,EMP-14569
EMP-12284,Edward Brown,Male,32,Sales,Junior Sales Executive,2010-10-07,14.2,0.31,53623.54,2402.33,71,False,EMP-13153
EMP-12285,Jacob Thomas,Male,53,Operations,Senior Process Manager,2017-04-29,7.7,0.49,68333.56,6765.02,60,False,EMP-14263
EMP-12286,Sharon Williams,Other,38,Marketing,Social Media Manager,2015-03-01,9.8,0.55,76570.97,4900.54,95,False,EMP-13167
EMP-12287,Andrew Scott,Male,43,HR,Recruiter,2014-08-31,10.3,0.39,64804.28,3317.98,67,False,EMP-14290
EMP-12288,Rebecca Walker,Female,31,IT,Senior DevOps Engineer,2012-08-29,12.3,0.82,77714.58,10258.32,62,False,EMP-13633
EMP-12289,George Davis,Male,46,HR,HR Coordinator,2011-04-29,13.7,0.53,41978.6,2619.46,102,False,EMP-10123
EMP-12290,Jeffrey Lewis,Male,37,Sales,Business Development Executive,2010-12-24,14.0,0.5,57791.46,3467.49,50,False,EMP-13566
EMP-12291,Linda Davis,Female,27,Operations,Logistics Coordinator,2015-11-27,9.1,0.36,67129.31,3275.91,48,True,EMP-11223
EMP-12292,Joshua Gonzalez,Male,42,Marketing,Marketing Specialist,2013-05-15,11.6,0.72,72225.5,5604.7,107,True,EMP-13744
EMP-12293,Paul Robinson,Male,41,Sales,Sales Associate,2010-12-02,14.1,0.43,44146.58,2401.57,88,False,EMP-10692
EMP-12294,Joshua Brown,Male,50,Operations,VP of Operations,2018-09-12,6.3,0.77,236846.51,81119.93,62,False,EMP-10971
EMP-12295,George Walker,Male,38,IT,Engineering Director,2011-12-26,13.0,0.63,182153.41,35428.84,103,False,EMP-12388
EMP-12296,Cynthia Thomas,Female,42,Marketing,Senior Content Manager,2013-06-28,11.5,0.53,77732.65,8006.46,85,False,EMP-13020
EMP-12297,Joseph Hill,Male,28,Operations,Operations Analyst,2016-05-27,8.6,0.39,53968.35,2763.18,65,False,EMP-11333
EMP-12298,Cynthia Clark,Female,43,Sales,Senior Account Executive,2016-07-20,8.4,0.79,76979.91,9930.41,83,False,EMP-12626
EMP-12299,Emily Lopez,Female,27,Sales,Senior Sales Executive,2013-04-10,11.7,0.56,82896.21,8787.0,98,False,EMP-14668
EMP-12300,Timothy Lopez,Male,38,IT,Senior DevOps Engineer,2017-01-26,7.9,0.54,76099.23,7914.32,76,False,EMP-14785
EMP-12301,Timothy Hill,Male,39,Marketing,Marketing Specialist,2011-10-09,13.2,0.4,75393.59,3920.47,92,False,EMP-10540
EMP-12302,George Brown,Male,53,Sales,Account Executive,2013-08-10,11.4,0.66,63303.26,4608.48,96,False,EMP-10678
EMP-12303,Linda Martin,Female,45,Operations,Operations Analyst,2017-04-30,7.7,0.52,67278.16,4144.33,58,False,EMP-12579
EMP-12304,Ryan Lee,Male,32,IT,Software Engineer,2013-10-23,11.2,0.35,78330.84,3759.88,59,False,EMP-13051
EMP-12305,Jason Taylor,Male,36,Marketing,Content Manager,2012-10-18,12.2,0.66,75242.03,5477.62,66,False,EMP-14646
EMP-12306,Kimberly Scott,Female,42,Sales,Sales Associate,2014-10-27,10.2,0.37,49903.99,2475.24,40,False,EMP-14430
EMP-12307,Sarah Clark,Female,35,Finance,Accountant,2012-03-03,12.8,0.5,67568.94,4054.14,101,False,EMP-13319
EMP-12308,Joseph Lopez,Male,28,IT,DevOps Engineer,2014-10-05,10.2,0.71,61098.37,4692.35,94,False,EMP-11600
EMP-12309,Michelle Hill,Female,54,HR,HR Coordinator,2013-12-09,11.1,0.47,46663.21,2687.8,79,False,EMP-13557
EMP-12310,Donald Nguyen,Male,45,Sales,Account Executive,2015-03-29,9.8,0.54,72055.94,4553.94,105,False,EMP-11154
EMP-12311,Stephanie Gonzalez,Female,26,HR,Talent Acquisition Manager,2012-11-22,12.1,0.81,101997.67,22592.48,100,False,EMP-14221
EMP-12312,George Miller,Male,43,Sales,Junior Sales Executive,2010-12-24,14.0,0.56,47568.36,3082.43,51,False,EMP-12686
EMP-12313,Richard Miller,Male,26,Operations,Logistics Coordinator,2014-09-03,10.3,0.41,69805.32,3685.72,97,False,EMP-11784
EMP-12314,Kenneth Ramirez,Male,64,IT,Software Engineer,2011-02-20,13.9,0.2,60191.43,2166.89,35,False,EMP-10343
EMP-12315,Joseph Sanchez,Male,47,IT,QA Engineer,2017-02-08,7.9,0.78,59663.18,4916.25,77,False,EMP-10261
EMP-12316,Charles Jackson,Male,33,HR,HR Specialist,2010-11-28,14.1,0.54,54981.76,3474.85,66,False,EMP-10801
EMP-12317,Barbara Williams,Female,29,Operations,Administrative Assistant,2013-08-02,11.4,0.45,52250.96,2926.05,53,False,EMP-11415
EMP-12318,Emily Gonzalez,Female,30,Sales,Junior Sales Executive,2011-08-05,13.4,0.56,47460.5,3075.44,82,True,EMP-13962
EMP-12319,Ashley Moore,Female,43,Operations,Senior Operations Analyst,2015-04-18,9.7,0.46,67674.46,6496.75,59,False,EMP-13668
EMP-12320,George Rodriguez,Male,30,Finance,Financial Analyst,2013-12-30,11.0,0.29,57377.64,2478.71,47,False,EMP-14246
EMP-12321,Carol Gonzalez,Female,46,Finance,Junior Analyst,2012-02-02,12.9,0.52,55010.12,3388.62,78,False,EMP-13555
EMP-12322,Charles Lewis,Male,36,Sales,Sales Associate,2016-12-17,8.0,0.17,44216.02,1485.66,76,True,EMP-10954
EMP-12323,Paul Thompson,Male,31,Marketing,Senior Content Manager,2014-12-29,10.0,0.21,68343.31,4852.38,37,False,EMP-13154
EMP-12324,Kimberly Lopez,Female,32,Sales,Sales Executive,2014-11-15,10.1,0.67,76889.39,5659.06,112,False,EMP-14367
EMP-12325,Betty Hernandez,Female,40,Sales,Sales Executive,2011-01-23,13.9,0.64,82640.08,5883.97,54,False,EMP-14951
EMP-12326,Robert Garcia,Male,59,Operations,Logistics Manager,2011-04-06,13.7,0.8,110227.89,24250.14,83,False,EMP-14210
EMP-12327,Edward White,Male,33,Sales,Senior Sales Executive,2014-05-03,10.7,0.56,103928.74,11016.45,70,False,EMP-10959
EMP-12328,Ronald Lewis,Male,39,Marketing,Marketing Coordinator,2011-10-30,13.2,0.17,44377.79,1491.09,54,False,EMP-10643
EMP-12329,Patricia Johnson,Female,46,Sales,Sales Executive,2015-10-22,9.2,0.49,70913.5,4198.08,68,False,EMP-14293
EMP-12330,Paul Hill,Male,42,HR,Recruiter,2015-10-28,9.2,0.5,57356.23,3441.37,45,False,EMP-10186
EMP-12331,Emily Johnson,Female,47,Sales,Business Development Executive,2015-12-07,9.1,0.11,76887.78,2214.37,32,False,EMP-12468
EMP-12332,Steven Lopez,Male,53,Operations,Logistics Coordinator,2012-05-08,12.6,0.66,66757.06,4859.91,96,False,EMP-11611
EMP-12333,Sharon Wright,Female,45,Marketing,Senior Content Manager,2012-01-12,13.0,0.45,83665.55,7948.23,42,True,EMP-13020
EMP-12334,Ronald Nguyen,Male,46,Sales,Account Executive,2011-07-10,13.5,0.77,64923.69,5297.77,85,False,EMP-13269
EMP-12335,Lisa Nguyen,Female,57,Finance,Finance Director,2016-07-29,8.4,0.55,171022.39,31211.59,62,False,EMP-10517
EMP-12336,Edward Lewis,Male,41,Marketing,Marketing Coordinator,2018-11-23,6.1,0.66,37299.59,2715.41,103,False,EMP-13713
EMP-12337,Elizabeth Wright,Female,43,Sales,Business Development Executive,2017-02-10,7.9,0.34,67963.5,3207.88,69,False,EMP-10513
EMP-12338,Melissa Allen,Female,32,Operations,Administrative Assistant,2012-05-20,12.6,0.59,49994.33,3359.62,98,False,EMP-10388
EMP-12339,Joseph Lopez,Male,44,Finance,Senior Accountant,2013-11-19,11.1,0.6,103105.91,11341.65,76,False,EMP-14758
EMP-12340,Jeffrey Allen,Male,29,IT,Engineering Manager,2019-06-03,5.6,0.39,117135.03,18565.9,52,True,EMP-12175
EMP-12341,Elizabeth Wright,Female,33,IT,Senior Data Engineer,2012-04-13,12.7,0.25,107281.32,8046.1,32,False,EMP-11135
EMP-12342,William Brown,Male,39,Marketing,Senior Content Manager,2010-06-06,14.6,0.61,95215.33,10568.9,92,False,EMP-13154
EMP-12343,Dorothy Perez,Other,51,HR,HR Manager,2018-03-08,6.8,0.8,111911.78,24620.59,76,False,EMP-12139
EMP-12344,Edward Hill,Other,26,Marketing,Social Media Manager,2016-09-21,8.3,0.58,66185.57,4394.72,57,False,EMP-13698
EMP-12345,Steven Thompson,Male,49,Operations,Senior Process Manager,2017-11-27,7.1,0.83,65614.2,8726.69,118,False,EMP-14709
EMP-12346,Richard Lewis,Male,34,IT,Senior Software Engineer,2015-09-26,9.3,0.6,104909.24,11540.02,62,False,EMP-11112
EMP-12347,David Walker,Male,31,Sales,Sales Executive,2015-10-15,9.2,0.23,65707.1,2523.15,71,False,EMP-14720
EMP-12348,Michael Lewis,Male,38,Operations,Supply Chain Manager,2020-01-16,5.0,0.51,108286.58,19112.58,62,False,EMP-12353
EMP-12349,Joseph Perez,Male,58,Sales,Business Development Executive,2011-06-28,13.5,0.09,57692.28,1569.23,71,False,EMP-13518
EMP-12350,Robert Jones,Male,38,Sales,Business Development Executive,2013-11-15,11.1,0.5,70640.91,4238.45,69,False,EMP-10881
EMP-12351,Stephanie King,Female,31,HR,Recruitment Coordinator,2010-02-08,14.9,0.26,39341.43,1605.13,45,False,EMP-11895
EMP-12352,Sarah Perez,Female,52,IT,QA Engineer,2017-04-27,7.7,0.56,86247.12,5588.81,102,False,EMP-11548
EMP-12353,Timothy Martin,Male,31,Operations,Operations Director,2014-08-23,10.4,0.51,156124.11,27555.91,84,False,EMP-10097
EMP-12354,Brian Hernandez,Male,23,Finance,Senior Financial Analyst,2016-05-21,8.6,0.57,83772.59,8963.67,62,False,EMP-14095
EMP-12355,Mary Lewis,Other,44,Finance,Financial Analyst,2012-10-27,12.2,0.39,64659.37,3310.56,67,False,EMP-11056
EMP-12356,Mary Lewis,Female,42,Marketing,Marketing Specialist,2011-01-03,14.0,0.13,52889.96,1607.85,75,False,EMP-11938
EMP-12357,Richard White,Male,61,Sales,Sales Associate,2010-03-25,14.8,0.2,45237.52,1628.55,42,False,EMP-12728
EMP-12358,William Lopez,Male,54,IT,Junior Software Engineer,2010-07-14,14.5,0.27,51370.69,2137.02,92,False,EMP-10298
EMP-12359,Ryan Lewis,Male,50,Sales,Senior Account Executive,2014-02-02,10.9,0.9,86515.46,12112.16,117,False,EMP-11329
EMP-12360,Brian Brown,Male,36,Marketing,Marketing Specialist,2016-09-29,8.3,0.26,63057.14,2572.73,44,True,EMP-13213
EMP-12361,John Anderson,Male,46,IT,Senior Data Engineer,2011-02-09,13.9,0.38,84616.54,7446.26,87,False,EMP-12779
EMP-12362,Linda Wilson,Female,36,Operations,Administrative Assistant,2015-09-03,9.3,0.55,36623.98,2343.93,90,False,EMP-10774
EMP-12363,Edward Walker,Male,55,IT,DevOps Engineer,2014-09-29,10.3,0.48,65819.58,3843.86,91,False,EMP-12681
EMP-12364,Anthony Hill,Other,34,Operations,Administrative Assistant,2013-03-08,11.8,0.33,37377.47,1734.31,44,True,EMP-13138
EMP-12365,David Anderson,Male,41,Finance,Budget Analyst,2010-10-09,14.2,0.53,80954.49,5051.56,72,False,EMP-14246
EMP-12366,Patricia Lewis,Female,26,Finance,Finance Manager,2012-11-10,12.1,0.74,138499.24,29223.34,84,True,EMP-11621
EMP-12367,Kenneth Hill,Male,29,Finance,Junior Analyst,2015-01-15,10.0,0.32,46706.77,2129.83,38,False,EMP-12981
EMP-12368,Andrew White,Male,56,HR,HR Specialist,2014-07-28,10.4,0.26,53482.91,2182.1,69,False,EMP-10062
EMP-12369,Donna Thompson,Female,49,Operations,VP of Operations,2010-12-22,14.0,0.85,270213.37,97952.35,90,False,EMP-13607
EMP-12370,Thomas Brown,Male,37,Operations,Operations Analyst,2019-01-23,5.9,0.48,52576.16,3070.45,55,False,EMP-12279
EMP-12371,Andrew Allen,Male,31,Operations,Administrative Assistant,2011-04-23,13.7,0.65,45896.26,3304.53,72,False,EMP-11412
EMP-12372,Kimberly Garcia,Female,53,Sales,Business Development Executive,2011-10-27,13.2,0.28,61647.14,2613.84,82,False,EMP-14756
EMP-12373,Michael Williams,Male,44,IT,Software Engineer,2011-04-14,13.7,0.45,89982.37,5039.01,84,False,EMP-13055
EMP-12374,George Torres,Male,42,Sales,Business Development Executive,2014-02-13,10.9,0.56,78165.13,5065.1,50,False,EMP-11152
EMP-12375,Kimberly Jones,Female,42,IT,Data Engineer,2018-04-27,6.7,0.56,65304.84,4231.75,81,True,EMP-12705
EMP-12376,Karen Sanchez,Female,33,Finance,Junior Analyst,2012-06-21,12.5,0.68,50761.4,3776.65,71,False,EMP-11454
EMP-12377,John Thomas,Male,53,IT,VP of Engineering,2019-07-21,5.4,0.89,223920.14,83410.25,83,False,EMP-10494
EMP-12378,Jacob Wilson,Male,38,Operations,Operations Manager,2010-10-26,14.2,0.47,88481.36,15086.07,52,False,EMP-10964
EMP-12379,Jessica Clark,Female,39,Operations,Logistics Manager,2013-02-27,11.8,0.66,124512.86,24778.06,54,False,EMP-12791
EMP-12380,Betty Harris,Female,41,Operations,Logistics Manager,2018-05-11,6.6,0.64,103316.26,20249.99,63,False,EMP-14431
EMP-12381,Matthew Moore,Male,50,IT,Software Engineer,2015-09-04,9.3,0.26,63677.38,2598.04,53,False,EMP-10919
EMP-12382,Timothy Allen,Male,25,Finance,Junior Analyst,2014-05-01,10.7,0.73,55956.37,4386.98,106,False,EMP-14179
EMP-12383,Patricia Martin,Female,57,Sales,Regional Sales Manager,2015-03-16,9.8,0.76,134394.8,28760.49,67,False,EMP-10461
EMP-12384,Joseph Hernandez,Male,51,Operations,Operations Associate,2014-11-26,10.1,0.24,48026.16,1882.63,51,False,EMP-10872
EMP-12385,John Davis,Male,55,Sales,Sales Executive,2017-07-14,7.5,0.74,60975.94,4829.29,86,False,EMP-13893
EMP-12386,Amanda Allen,Female,40,Sales,Senior Account Executive,2011-05-26,13.6,0.39,106131.32,9445.69,61,False,EMP-13269
EMP-12387,Ronald Davis,Male,43,Sales,Business Development Executive,2011-06-27,13.5,0.42,70723.03,3790.75,41,False,EMP-13151
EMP-12388,Patricia Rodriguez,Female,50,IT,Chief Technology Officer,2013-01-14,12.0,0.89,420592.93,156670.87,94,False,
EMP-12389,Daniel Sanchez,Male,50,Sales,Sales Executive,2012-06-18,12.5,0.61,73477.21,5055.23,53,False,EMP-13574
EMP-12390,Elizabeth Miller,Female,53,Sales,Senior Account Executive,2011-09-30,13.3,0.19,80837.73,5577.8,77,False,EMP-13292
EMP-12391,Edward Thomas,Male,58,IT,DevOps Engineer,2010-08-12,14.4,0.38,88351.71,4452.93,65,True,EMP-12101
EMP-12392,Jennifer Moore,Female,48,Sales,VP of Sales,2017-10-01,7.2,0.72,274947.76,90732.76,58,False,EMP-11742
EMP-12393,Charles Moore,Male,40,Finance,Finance Manager,2019-11-26,5.1,0.57,112339.39,20838.96,83,True,EMP-14073
EMP-12394,Margaret Nguyen,Female,50,Sales,Senior Sales Executive,2017-06-19,7.5,0.31,91067.75,7376.49,61,False,EMP-12091
EMP-12395,Edward Perez,Male,51,Operations,Logistics Coordinator,2014-07-25,10.4,0.22,59837.35,2249.88,72,False,EMP-13187
EMP-12396,Sharon Robinson,Female,56,Sales,Junior Sales Executive,2017-10-13,7.2,0.32,49415.85,2253.36,71,False,EMP-14694
EMP-12397,Kenneth Wright,Male,46,Sales,Account Manager,2016-04-28,8.7,0.72,134268.89,27927.93,81,False,EMP-11354
EMP-12398,Kenneth Robinson,Male,37,Sales,Regional Sales Manager,2016-11-24,8.1,0.66,124949.38,24864.93,98,False,EMP-12392
EMP-12399,Paul Miller,Male,37,Operations,Senior Process Manager,2011-07-18,13.5,0.53,80788.66,8321.23,54,False,EMP-13341
EMP-12400,John Torres,Male,33,IT,Data Engineer,2015-03-10,9.8,0.33,58063.09,2694.13,80,False,EMP-13997
EMP-12401,Andrew Williams,Male,45,IT,Junior Software Engineer,2014-03-28,10.8,0.67,54064.37,3979.14,94,False,EMP-10065
EMP-12402,Karen Miller,Female,54,Operations,VP of Operations,2011-09-18,13.3,0.74,254604.84,85292.62,113,False,EMP-10615
EMP-12403,Brian Sanchez,Male,45,Marketing,Content Writer,2020-07-18,4.5,0.46,36805.34,2090.54,79,False,EMP-13940
EMP-12404,Michael Ramirez,Male,40,Finance,Accountant,2017-04-14,7.7,0.57,55699.53,3653.89,84,False,EMP-14192
EMP-12405,Joshua Torres,Male,55,IT,QA Engineer,2014-02-18,10.9,0.66,81965.16,5967.06,102,False,EMP-13038
EMP-12406,Carol Smith,Female,36,Sales,Sales Executive,2014-05-22,10.6,0.24,78203.4,3065.57,87,False,EMP-14071
EMP-12407,Melissa Allen,Female,39,IT,Senior Software Engineer,2012-09-11,12.3,0.51,93825.08,9476.33,93,False,EMP-14030
EMP-12408,Mary Flores,Female,38,HR,HR Business Partner,2019-05-18,5.6,0.7,49603.34,3769.85,61,False,EMP-12311
EMP-12409,Jeffrey Brown,Male,35,HR,HR Specialist,2014-05-03,10.7,0.66,51286.59,3733.66,60,False,EMP-11603
EMP-12410,Susan Walker,Female,34,Sales,Sales Executive,2011-09-26,13.3,0.62,66579.33,4633.92,104,False,EMP-10526
EMP-12411,Thomas Jones,Male,42,IT,DevOps Engineer,2016-06-06,8.6,0.48,66074.12,3858.73,78,False,EMP-13172
EMP-12412,Laura Davis,Female,51,IT,IT Support Specialist,2012-04-18,12.7,0.48,53416.86,3119.54,93,False,EMP-13278
EMP-12413,Barbara Gonzalez,Female,52,HR,HR Coordinator,2010-05-10,14.6,0.3,42620.89,1875.32,44,False,EMP-10185
EMP-12414,Ronald Thomas,Male,37,Sales,Business Development Executive,2019-08-11,5.4,0.56,65923.68,4271.85,53,False,EMP-12111
EMP-12415,Emily Davis,Female,39,Sales,Account Executive,2010-04-20,14.7,0.86,60014.9,5329.32,94,False,EMP-14859
EMP-12416,Sharon Smith,Female,47,Operations,Operations Director,2014-05-11,10.6,0.34,179747.52,27141.88,47,False,EMP-10188
EMP-12417,Rebecca Brown,Female,34,Sales,Sales Associate,2012-05-11,12.6,0.35,44293.44,2126.09,48,False,EMP-13264
EMP-12418,Joshua Torres,Male,33,IT,Senior Software Engineer,2013-02-12,11.9,0.78,99034.62,12676.43,66,False,EMP-13675
EMP-12419,Laura Martin,Female,37,Finance,Accountant,2013-04-29,11.7,0.64,61595.19,4385.58,90,False,EMP-10309
EMP-12420,Paul Johnson,Male,39,Finance,Junior Analyst,2014-10-23,10.2,0.52,49618.17,3056.48,104,False,EMP-13662
EMP-12421,Robert Garcia,Male,40,IT,Senior Software Engineer,2011-12-02,13.1,0.5,82928.13,8292.81,90,False,EMP-14603
EMP-12422,Deborah Nguyen,Female,41,Sales,Sales Executive,2014-01-23,10.9,0.54,81858.59,5173.46,52,False,EMP-12646
EMP-12423,Carol Hill,Female,57,Sales,Business Development Executive,2016-03-23,8.8,0.6,55525.95,3775.76,103,True,EMP-12835
EMP-12424,Daniel King,Male,55,Sales,Sales Associate,2010-07-27,14.4,0.38,58343.58,2940.52,98,False,EMP-10527
EMP-12425,Margaret King,Female,38,Sales,Sales Executive,2010-05-20,14.6,0.49,84846.31,5022.9,100,False,EMP-11976
EMP-12426,Jason Davis,Male,47,IT,DevOps Engineer,2012-05-25,12.6,0.45,68598.37,3841.51,82,False,EMP-14620
EMP-12427,Donald Jackson,Male,59,Sales,Junior Sales Executive,2013-10-14,11.2,0.51,56796.02,3453.2,75,False,EMP-12116
EMP-12428,Nancy Jones,Female,40,Operations,Senior Process Manager,2014-11-01,10.2,0.43,81236.88,7555.03,94,False,EMP-13717
EMP-12429,Jennifer Brown,Female,43,IT,Senior Data Engineer,2016-10-27,8.2,0.57,102791.82,10998.72,62,False,EMP-10689
EMP-12430,Dorothy Smith,Female,28,Sales,Sales Director,2017-10-06,7.2,0.85,149262.91,33957.31,94,False,EMP-11473
EMP-12431,William Thomas,Male,52,Sales,Senior Account Executive,2010-02-19,14.9,0.27,106548.81,8204.26,78,False,EMP-13854
EMP-12432,Robert Allen,Male,53,Sales,VP of Sales,2013-01-30,11.9,0.87,281928.29,103608.65,79,False,EMP-12256
EMP-12433,Mark Gonzalez,Male,46,IT,Senior DevOps Engineer,2015-01-17,10.0,0.32,78655.41,6449.74,40,False,EMP-10437
EMP-12434,Amanda Lopez,Female,44,Sales,Account Executive,2016-09-08,8.3,0.67,70364.23,5178.81,62,False,EMP-11196
EMP-12435,Brian Martin,Male,43,Sales,Account Executive,2012-08-20,12.4,0.88,64701.03,5848.97,74,False,EMP-11371
EMP-12436,Anthony Wilson,Male,29,Operations,Process Coordinator,2012-11-17,12.1,0.39,54956.1,2813.75,59,False,EMP-12543
EMP-12437,Mark Johnson,Male,44,Sales,Junior Sales Executive,2013-11-30,11.1,0.34,54120.92,2554.51,85,False,EMP-12859
EMP-12438,James Ramirez,Male,32,Operations,Operations Associate,2013-08-22,11.4,0.36,42312.71,2064.86,42,True,EMP-10832
EMP-12439,Robert Hernandez,Male,37,Marketing,Marketing Director,2014-06-25,10.5,0.63,166744.59,32431.82,84,False,EMP-13340
EMP-12440,Dorothy Walker,Female,55,IT,DevOps Manager,2013-11-01,11.2,0.71,120914.83,24968.91,72,False,EMP-14232
EMP-12441,William Hill,Male,45,HR,HR Specialist,2017-10-28,7.2,0.47,55827.36,3215.66,51,False,EMP-10675
EMP-12442,Emily Lee,Female,43,Sales,Account Manager,2012-05-24,12.6,0.63,101805.78,19801.22,55,False,EMP-14199
EMP-12443,Karen Moore,Female,57,Sales,Senior Sales Executive,2010-09-22,14.3,0.52,92372.94,9422.04,54,False,EMP-11029
EMP-12444,Barbara Thompson,Female,52,Marketing,Marketing Director,2018-01-03,7.0,0.77,159594.09,34392.53,74,True,EMP-13340
EMP-12445,Joseph Smith,Male,45,Sales,Senior Sales Executive,2012-08-13,12.4,0.39,86091.69,7662.16,84,False,EMP-13520
EMP-12446,Thomas Lewis,Male,47,IT,IT Support Specialist,2013-03-15,11.8,0.36,53857.09,2628.23,58,False,EMP-14490
EMP-12447,Mary Lewis,Female,31,Operations,Chief Operating Officer,2014-07-10,10.5,0.86,277269.61,101203.41,89,False,
EMP-12448,Kimberly Young,Female,42,Operations,Operations Analyst,2020-09-01,4.3,0.42,60426.58,3238.86,54,False,EMP-14460
EMP-12449,Joshua Johnson,Male,30,IT,Junior Software Engineer,2013-01-15,12.0,0.65,46678.19,3360.83,59,False,EMP-13824
EMP-12450,Edward Robinson,Male,39,Operations,Process Coordinator,2012-01-10,13.0,0.37,67534.47,3349.71,96,True,EMP-11028
EMP-12451,Andrew Miller,Male,36,HR,HR Specialist,2013-03-12,11.8,0.22,53350.67,2005.99,73,False,EMP-14790
EMP-12452,Rebecca Nguyen,Female,36,Sales,Senior Account Executive,2011-07-31,13.4,0.6,109810.75,12079.18,64,True,EMP-14241
EMP-12453,Betty Robinson,Female,26,Sales,Account Executive,2013-07-22,11.4,0.76,60819.46,4914.21,97,False,EMP-11394
EMP-12454,Kimberly Clark,Female,30,Marketing,Senior Content Manager,2014-11-05,10.2,0.69,92231.79,10975.58,113,False,EMP-12439
EMP-12455,Paul Clark,Male,46,Sales,Sales Director,2019-01-19,5.9,0.72,190883.53,39703.77,87,False,EMP-10483
EMP-12456,Robert Wright,Male,55,Sales,Senior Sales Executive,2017-04-01,7.8,0.54,82865.15,8617.98,80,False,EMP-12176
EMP-12457,Andrew Brown,Male,48,IT,Senior Data Engineer,2017-03-15,7.8,0.29,91974.15,7265.96,61,True,EMP-12556
EMP-12458,Lisa Lee,Female,34,Sales,Account Executive,2017-10-26,7.2,0.27,78005.72,3245.04,88,True,EMP-12784
EMP-12459,Thomas Clark,Male,46,Sales,Sales Associate,2012-12-08,12.1,0.4,48035.57,2497.85,91,False,EMP-13068
EMP-12460,John Martinez,Male,47,Marketing,Content Writer,2014-12-06,10.1,0.22,40511.34,1523.23,80,False,EMP-12560
EMP-12461,James Miller,Male,50,Sales,Account Executive,2015-06-01,9.6,0.48,73776.74,4308.56,74,False,EMP-14074
EMP-12462,Nancy Wright,Female,48,Operations,Senior Operations Analyst,2014-11-22,10.1,0.6,88574.45,9743.19,108,False,EMP-12799
EMP-12463,Joshua Lewis,Male,36,Sales,Account Executive,2013-03-28,11.8,0.42,62875.66,3370.14,77,False,EMP-10265
EMP-12464,Laura Taylor,Female,52,Operations,Operations Director,2015-01-26,9.9,0.82,143794.06,32066.08,65,False,EMP-10594
EMP-12465,Sandra Gonzalez,Female,42,HR,Senior HR Business Partner,2013-09-03,11.3,0.52,77365.52,7891.28,79,False,EMP-13876
EMP-12466,Dorothy White,Female,56,IT,IT Support Specialist,2016-03-08,8.8,0.52,60960.39,3755.16,53,False,EMP-10106
EMP-12467,Andrew Lopez,Male,48,Sales,Junior Sales Executive,2013-08-09,11.4,0.37,49838.6,2471.99,48,False,EMP-14340
EMP-12468,Margaret Davis,Female,61,Sales,Senior Account Executive,2013-03-23,11.8,0.5,87885.88,8788.59,83,False,EMP-13292
EMP-12469,Melissa Thompson,Female,38,Sales,Sales Director,2016-10-18,8.2,0.83,208687.87,46850.43,95,False,EMP-13716
EMP-12470,Thomas Jackson,Male,62,Marketing,Senior Content Manager,2011-05-23,13.6,0.43,102171.41,9501.94,50,False,EMP-14189
EMP-12471,Jeffrey Clark,Male,37,IT,DevOps Manager,2016-05-24,8.6,0.66,145518.89,28958.26,69,False,EMP-10390
EMP-12472,Barbara King,Female,40,Operations,Supply Chain Manager,2015-07-19,9.5,0.58,107856.78,20169.22,55,False,EMP-13981
EMP-12473,Patricia Smith,Female,30,HR,Recruitment Coordinator,2012-06-21,12.5,0.56,51168.32,3315.71,106,True,EMP-10695
EMP-12474,Donna Lopez,Female,34,Operations,Senior Operations Analyst,2017-08-21,7.4,0.32,89635.21,7350.09,78,False,EMP-14907
EMP-12475,Ashley Davis,Female,41,Marketing,Content Manager,2018-05-16,6.6,0.35,74315.08,3567.12,79,False,EMP-12024
EMP-12476,Daniel Williams,Male,37,Sales,Account Executive,2010-04-02,14.7,0.32,81743.5,3727.5,86,False,EMP-13155
EMP-12477,Stephanie Hill,Female,44,Marketing,Senior Marketing Specialist,2013-05-14,11.6,0.39,75980.71,6762.28,87,False,EMP-11874
EMP-12478,Ryan Lopez,Male,59,Operations,Senior Process Manager,2017-09-29,7.3,0.44,63602.67,5978.65,100,False,EMP-10287
